Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2845,CA-2023-102845,2024-08-15,2024-08-17,Standard Class,SO-10087,David King,Consumer,United States,Lake Daniel,83610,Central,TEC-PH-100070,Office Supplies,Storage,"Hunter, Huber and Steele Storage",252.5,2,0.14,48.36
2846,CA-2023-102846,2024-12-12,2024-12-16,Standard Class,DV-10039,Allison Mendez,Home Office,United States,Port Audrey,23375,East,FUR-PA-100049,Technology,Accessories,Gomez-Sutton Accessories,831.51,2,0.05,85.62
2847,CA-2023-102847,2024-03-07,2024-03-14,Second Class,BW-10770,Mark Jackson,Home Office,United States,Aguirreton,68913,East,OFF-EN-100061,Office Supplies,Binders,Shields Inc Binders,620.49,3,0.02,142.09
2848,CA-2023-102848,2024-10-04,2024-10-08,Standard Class,CG-10432,Joseph Wilcox,Consumer,United States,Marissafort,01975,South,FUR-CH-100082,Office Supplies,Storage,"Davis, Elliott and Coleman Storage",321.04,1,0.12,20.35
2849,CA-2023-102849,2024-10-16,2024-10-17,Standard Class,HP-10428,Emily Diaz,Home Office,United States,Lake Jacob,38306,Central,OFF-CH-100055,Technology,Accessories,"Morrison, West and Walker Accessories",896.84,2,0.06,241.32
2850,CA-2023-102850,2024-11-02,2024-11-03,First Class,HP-10371,Daniel Prince,Home Office,United States,Ashleymouth,89716,South,OFF-AP-100035,Office Supplies,Binders,"Carter, Cook and Bernard Binders",353.73,5,0.07,41.01
2851,CA-2023-102851,2024-08-17,2024-08-22,Standard Class,PW-10728,Nicholas Dunlap,Corporate,United States,Robinsonfurt,43021,Central,TEC-PA-100066,Furniture,Chairs,"Lawrence, Forbes and Perez Chairs",185.69,3,0.48,28.92
2852,CA-2023-102852,2024-08-27,2024-09-02,Same Day,HP-10734,Michael Johnson,Consumer,United States,Andersonborough,13577,South,OFF-PH-100053,Office Supplies,Labels,Hanson LLC Labels,748.7,4,0.11,130.96
2853,CA-2023-102853,2024-04-20,2024-04-21,First Class,KT-10884,Crystal Merritt,Consumer,United States,Lake Tonya,40731,South,OFF-CH-100015,Furniture,Tables,"Russo, Hayes and Davis Tables",786.22,3,0.49,42.95
2854,CA-2023-102854,2025-01-04,2025-01-07,Second Class,AS-10425,Richard Mueller,Corporate,United States,Theresafurt,03870,Central,TEC-PA-100089,Technology,Machines,Espinoza Group Machines,87.0,4,0.08,13.3
2855,CA-2023-102855,2025-02-14,2025-02-21,Second Class,HP-10641,Sharon Martinez,Consumer,United States,South Jayton,88781,West,TEC-PH-100060,Office Supplies,Binders,"Carroll, Barnett and Torres Binders",673.94,2,0.23,54.86
2856,CA-2023-102856,2024-03-05,2024-03-12,Same Day,AS-10236,Emily Fitzgerald,Consumer,United States,South Matthewbury,40247,South,OFF-CO-100055,Technology,Accessories,"Garcia, Miller and Kaiser Accessories",413.24,2,0.03,86.37
2857,CA-2023-102857,2024-12-10,2024-12-15,Same Day,PW-10648,Carly Mcmillan,Home Office,United States,Lake Christopher,56197,Central,OFF-CH-100042,Office Supplies,Labels,"Cruz, French and Powell Labels",32.74,4,0.45,1.9
2858,CA-2023-102858,2025-01-21,2025-01-27,First Class,KT-10421,Caleb Hines,Corporate,United States,Careyview,77288,Central,OFF-FU-100086,Office Supplies,Binders,Brewer-Roy Binders,567.24,1,0.49,71.46
2859,CA-2023-102859,2024-10-22,2024-10-28,First Class,IM-10109,Lauren Randall,Home Office,United States,Kimberlyport,23416,South,FUR-CO-100054,Office Supplies,Paper,Collins and Sons Paper,280.53,4,0.26,12.04
2860,CA-2023-102860,2024-04-12,2024-04-19,First Class,BW-10900,Deborah Jackson,Corporate,United States,Woodchester,71707,West,TEC-TA-100036,Furniture,Chairs,Duncan-Thomas Chairs,724.88,2,0.49,45.49
2861,CA-2023-102861,2024-07-14,2024-07-16,Standard Class,KT-10647,Peter Flores,Corporate,United States,Marktown,64694,South,OFF-CH-100085,Technology,Machines,Holloway-Clay Machines,220.66,3,0.48,5.77
2862,CA-2023-102862,2024-11-18,2024-11-20,Same Day,SD-10758,Brandy Oconnor,Home Office,United States,West Jessica,05740,East,OFF-CH-100057,Furniture,Bookcases,Fleming LLC Bookcases,791.9,1,0.12,64.62
2863,CA-2023-102863,2024-10-20,2024-10-24,Standard Class,HP-10514,Randy Wilson,Corporate,United States,Leeborough,16707,West,TEC-CO-100077,Office Supplies,Labels,Hardin-Taylor Labels,479.92,2,0.46,60.44
2864,CA-2023-102864,2025-02-16,2025-02-22,Standard Class,IM-10888,Laura Stephens,Corporate,United States,Greenhaven,03256,Central,OFF-CO-100026,Office Supplies,Paper,Morgan-Martinez Paper,988.73,4,0.19,45.75
2865,CA-2023-102865,2024-07-16,2024-07-20,Standard Class,PW-10680,Stephanie Lawson,Corporate,United States,New Johnmouth,03605,South,FUR-FU-100070,Office Supplies,Binders,"Moore, Gaines and Lee Binders",545.79,5,0.42,45.88
2866,CA-2023-102866,2024-03-09,2024-03-12,Same Day,BW-10151,Cameron Mccoy,Consumer,United States,Hallland,82125,West,FUR-PA-100060,Furniture,Chairs,Hunt LLC Chairs,607.12,1,0.17,99.12
2867,CA-2023-102867,2024-10-31,2024-11-06,Second Class,HP-10336,Alexandra Ball,Home Office,United States,Laceyburgh,51444,South,OFF-CH-100017,Technology,Phones,Hurley-Turner Phones,24.07,1,0.19,2.3
2868,CA-2023-102868,2024-12-16,2024-12-22,Standard Class,SD-10525,Jennifer Vasquez,Corporate,United States,New Heatherfort,52613,East,OFF-BI-100010,Furniture,Chairs,"Nunez, Cochran and Evans Chairs",390.79,1,0.49,10.85
2869,CA-2023-102869,2024-09-30,2024-10-06,Second Class,SD-10943,Nicholas Swanson,Home Office,United States,Port Shannonmouth,15869,West,OFF-FU-100079,Furniture,Furnishings,"Parks, Moses and Schmidt Furnishings",643.28,4,0.07,31.02
2870,CA-2023-102870,2024-02-21,2024-02-25,Same Day,CG-10871,Jennifer Thomas MD,Consumer,United States,Bellfort,33815,East,FUR-BI-100034,Technology,Copiers,Salas and Sons Copiers,64.9,5,0.22,5.3
2871,CA-2023-102871,2024-10-10,2024-10-13,Standard Class,HP-10781,Justin Gallegos,Consumer,United States,Port Joseph,49906,Central,FUR-FU-100074,Furniture,Tables,"Conley, Wilcox and Young Tables",448.28,2,0.17,65.66
2872,CA-2023-102872,2024-08-25,2024-08-27,Standard Class,IM-10862,Mary Warren,Consumer,United States,Hessview,92717,West,OFF-CH-100010,Technology,Copiers,Turner and Sons Copiers,498.01,2,0.18,42.05
2873,CA-2023-102873,2024-08-02,2024-08-03,Standard Class,BW-10293,Taylor Andrews,Consumer,United States,Martinberg,05524,Central,FUR-BI-100014,Furniture,Tables,Nguyen LLC Tables,894.43,1,0.35,95.15
2874,CA-2023-102874,2024-09-28,2024-10-02,Standard Class,SD-10311,Sharon Smith,Consumer,United States,Burchview,17288,Central,FUR-BI-100019,Technology,Copiers,Rangel-Scott Copiers,974.97,5,0.4,51.78
2875,CA-2023-102875,2024-04-11,2024-04-12,First Class,BW-10347,Chris Brooks,Consumer,United States,East Jesseshire,31946,South,FUR-BI-100021,Furniture,Furnishings,"Castro, Morrison and Joseph Furnishings",87.68,4,0.04,24.24
2876,CA-2023-102876,2025-02-16,2025-02-17,Same Day,KT-10380,Michael Reed,Consumer,United States,Lake Katelyn,68058,East,FUR-ST-100032,Office Supplies,Storage,Haney-Palmer Storage,32.56,4,0.46,2.1
2877,CA-2023-102877,2024-07-23,2024-07-30,Second Class,PW-10323,Christopher Garcia,Consumer,United States,Lake Toddville,90937,Central,TEC-EN-100065,Furniture,Chairs,Powell-Brown Chairs,780.23,2,0.36,102.75
2878,CA-2023-102878,2024-11-23,2024-11-29,Standard Class,SD-10647,Michelle Carney,Corporate,United States,Marcushaven,05360,West,TEC-FU-100033,Office Supplies,Storage,Hart Inc Storage,489.84,3,0.4,72.51
2879,CA-2023-102879,2024-04-12,2024-04-18,Standard Class,AS-10243,Laura Lee,Consumer,United States,North Cassandraburgh,29213,West,FUR-AP-100012,Office Supplies,Storage,Robertson-Tate Storage,613.92,3,0.19,90.11
2880,CA-2023-102880,2024-11-08,2024-11-14,Standard Class,IM-10015,Teresa Griffin,Corporate,United States,Prattstad,09189,West,TEC-EN-100057,Furniture,Bookcases,"Barnes, Mccarthy and Wilkins Bookcases",528.17,1,0.35,32.8
2881,CA-2023-102881,2024-08-16,2024-08-17,Standard Class,BW-10048,Bobby Rogers,Corporate,United States,West Evanhaven,33934,South,FUR-AP-100036,Furniture,Chairs,Adkins-Ruiz Chairs,635.3,1,0.09,112.52
2882,CA-2023-102882,2024-03-09,2024-03-12,First Class,PW-10711,William Riddle,Home Office,United States,Stephaniemouth,44551,Central,OFF-PH-100081,Furniture,Bookcases,"Martinez, Rhodes and Cruz Bookcases",838.87,5,0.03,150.89
2883,CA-2023-102883,2024-10-30,2024-10-31,Same Day,AS-10025,Oscar Jones,Home Office,United States,Maldonadoland,30161,East,FUR-EN-100010,Furniture,Furnishings,"Pittman, Butler and Young Furnishings",46.67,4,0.12,5.3
2884,CA-2023-102884,2024-07-25,2024-07-28,Standard Class,SD-10468,Mrs. Teresa Eaton MD,Home Office,United States,East Josephmouth,71885,East,FUR-PA-100075,Office Supplies,Labels,"Coleman, Williamson and Delacruz Labels",226.67,1,0.49,12.21
2885,CA-2023-102885,2024-03-13,2024-03-16,Second Class,KT-10429,Jon Gonzalez,Consumer,United States,South John,67946,Central,FUR-PH-100031,Technology,Machines,"Harris, Frazier and Johnson Machines",649.31,3,0.11,113.89
2886,CA-2023-102886,2024-07-14,2024-07-18,Same Day,CG-10307,Philip Gonzalez,Home Office,United States,South Kristin,85631,East,OFF-AP-100016,Technology,Phones,Kane-Williams Phones,234.72,5,0.25,33.02
2887,CA-2023-102887,2024-06-17,2024-06-21,First Class,KT-10528,Valerie Rivera,Consumer,United States,East Nicole,21038,Central,FUR-AP-100020,Office Supplies,Storage,Bush-Butler Storage,793.51,4,0.13,198.2
2888,CA-2023-102888,2024-08-08,2024-08-09,Standard Class,SO-10916,Tara Acosta,Consumer,United States,Hallview,36628,East,FUR-EN-100062,Office Supplies,Storage,Farley PLC Storage,718.57,5,0.49,41.95
2889,CA-2023-102889,2024-06-25,2024-06-27,Second Class,SD-10286,Joseph Quinn,Home Office,United States,North Cristinatown,24018,East,OFF-TA-100083,Furniture,Tables,Short LLC Tables,525.12,5,0.44,49.77
2890,CA-2023-102890,2024-12-31,2025-01-05,Second Class,KT-10688,Kimberly Ross,Consumer,United States,Danielleport,78882,South,OFF-AP-100095,Technology,Accessories,Walton and Sons Accessories,855.5,3,0.44,52.16
2891,CA-2023-102891,2024-11-14,2024-11-15,Standard Class,DV-10703,Gwendolyn White,Home Office,United States,East Matthewborough,32055,East,FUR-PA-100065,Technology,Machines,Washington Ltd Machines,213.98,4,0.05,35.68
2892,CA-2023-102892,2024-07-31,2024-08-06,First Class,CG-10487,Breanna Golden,Home Office,United States,Port Joshua,58822,East,FUR-TA-100037,Technology,Accessories,Barry-Weber Accessories,733.89,4,0.02,50.88
2893,CA-2023-102893,2024-04-18,2024-04-19,Same Day,KT-10026,April Johnson,Home Office,United States,West Christian,00920,South,FUR-EN-100096,Technology,Accessories,"Alexander, Garcia and Newman Accessories",67.75,2,0.32,7.59
2894,CA-2023-102894,2024-03-24,2024-03-25,Same Day,SO-10921,Sarah Harrison,Corporate,United States,Gregoryborough,60725,East,TEC-TA-100079,Office Supplies,Labels,Johnson-Mays Labels,925.11,2,0.11,81.9
2895,CA-2023-102895,2024-08-22,2024-08-26,Same Day,HP-10863,Jason Kelly,Corporate,United States,Erinview,68711,East,OFF-ST-100052,Furniture,Tables,Burton-Thompson Tables,495.92,5,0.34,29.99
2896,CA-2023-102896,2025-01-20,2025-01-25,Same Day,SO-10803,Crystal Davis,Consumer,United States,Leehaven,29015,West,OFF-CH-100055,Office Supplies,Storage,"Cruz, Wilson and Gonzalez Storage",236.0,4,0.06,18.96
2897,CA-2023-102897,2024-12-28,2025-01-04,Second Class,AS-10036,Jacqueline Hall,Corporate,United States,Brittanyside,52358,West,FUR-PA-100018,Furniture,Chairs,"Martinez, Clark and Jones Chairs",139.17,5,0.08,12.59
2898,CA-2023-102898,2024-12-02,2024-12-04,First Class,SO-10566,Nancy Green,Corporate,United States,Smithland,77614,West,TEC-CH-100068,Technology,Machines,Johnson PLC Machines,419.91,2,0.08,94.28
2899,CA-2023-102899,2024-08-30,2024-09-01,Second Class,HP-10668,Erica Brown,Consumer,United States,Zoebury,16028,West,TEC-AP-100090,Technology,Machines,Daniels Group Machines,933.77,3,0.39,166.55
2900,CA-2023-102900,2025-01-27,2025-01-29,Standard Class,PW-10133,Brandy Lowe,Consumer,United States,Pittmanhaven,85955,East,TEC-FU-100012,Office Supplies,Binders,"Ray, Cunningham and Fernandez Binders",492.85,5,0.32,64.62
2901,CA-2023-102901,2024-08-03,2024-08-04,First Class,DV-10928,Luis Allen,Corporate,United States,South John,72220,East,OFF-TA-100085,Office Supplies,Paper,Wall Group Paper,167.79,1,0.25,12.19
2902,CA-2023-102902,2025-01-28,2025-01-29,Second Class,SD-10153,Cynthia Perez,Consumer,United States,Jennifermouth,86493,South,OFF-PA-100062,Technology,Phones,Sanchez-Smith Phones,651.65,3,0.27,139.33
2903,CA-2023-102903,2024-02-25,2024-03-01,Same Day,KT-10159,Eugene Hoover,Home Office,United States,Lozanostad,22059,East,FUR-CO-100083,Furniture,Chairs,Campbell-White Chairs,355.03,4,0.33,25.11
2904,CA-2023-102904,2024-10-05,2024-10-11,First Class,KT-10572,Lisa Harrison,Corporate,United States,East Jamiemouth,85669,West,OFF-CO-100071,Technology,Machines,Walker-Jones Machines,168.98,5,0.23,12.86
2905,CA-2023-102905,2024-03-16,2024-03-21,Second Class,SD-10815,Margaret Wells,Consumer,United States,New Jonberg,01074,East,TEC-CO-100044,Technology,Copiers,"Jackson, Mccoy and Howard Copiers",669.18,1,0.4,71.88
2906,CA-2023-102906,2024-03-27,2024-03-30,Second Class,PW-10474,Christopher Thomas,Consumer,United States,South Corey,50649,Central,OFF-PH-100097,Furniture,Furnishings,"Andrews, Meyers and Koch Furnishings",468.49,4,0.32,41.29
2907,CA-2023-102907,2024-07-23,2024-07-30,Second Class,SO-10529,Brittney Yang,Corporate,United States,Dicksonstad,11696,Central,OFF-BI-100011,Office Supplies,Binders,Hunt and Sons Binders,754.26,1,0.02,196.77
2908,CA-2023-102908,2024-10-14,2024-10-15,Standard Class,CG-10013,Lori Rivera,Home Office,United States,South Ryan,37489,West,FUR-TA-100043,Technology,Phones,Garcia-Hurst Phones,430.07,5,0.14,76.06
2909,CA-2023-102909,2024-10-01,2024-10-07,Standard Class,HP-10442,Christopher Harris,Consumer,United States,West Reginaburgh,65110,Central,FUR-BI-100057,Office Supplies,Paper,Anderson Group Paper,622.05,4,0.03,102.58
2910,CA-2023-102910,2024-05-16,2024-05-20,Same Day,HP-10520,Charles Reyes,Corporate,United States,New Jamie,92063,East,TEC-ST-100050,Office Supplies,Storage,Smith-Lopez Storage,917.89,1,0.1,162.93
2911,CA-2023-102911,2024-06-13,2024-06-19,Second Class,PW-10168,Cody Mcdonald,Consumer,United States,Port Amber,76914,West,OFF-FU-100036,Technology,Machines,Acevedo Group Machines,556.55,2,0.12,57.75
2912,CA-2023-102912,2024-08-21,2024-08-26,First Class,DV-10549,Justin Martinez,Corporate,United States,Watsonfurt,50312,East,FUR-BI-100073,Technology,Machines,"Simmons, Nguyen and Ponce Machines",567.3,2,0.46,48.39
2913,CA-2023-102913,2024-10-08,2024-10-10,Standard Class,IM-10980,Adam Jones,Consumer,United States,East Nicolebury,47803,Central,TEC-TA-100090,Technology,Phones,James-Johnson Phones,368.85,5,0.05,65.23
2914,CA-2023-102914,2024-09-21,2024-09-26,First Class,SD-10365,Tony Sims,Home Office,United States,Watsonshire,02731,West,TEC-PA-100043,Technology,Accessories,"Bean, Heath and Brown Accessories",702.76,3,0.38,114.91
2915,CA-2023-102915,2024-05-03,2024-05-04,First Class,IM-10031,Erin Wolf,Consumer,United States,Leslieshire,55785,South,OFF-ST-100028,Office Supplies,Paper,"Reese, Lee and Ramos Paper",282.32,5,0.46,33.9
2916,CA-2023-102916,2024-03-05,2024-03-07,Second Class,HP-10629,Brandon Garcia MD,Corporate,United States,Johnsonfurt,36129,South,FUR-CO-100022,Furniture,Chairs,Young Group Chairs,836.81,3,0.16,127.07
2917,CA-2023-102917,2024-09-13,2024-09-14,Standard Class,SO-10905,Jamie Davis,Corporate,United States,Justinstad,12685,Central,FUR-PA-100065,Technology,Machines,"Wood, Adams and Donaldson Machines",538.29,1,0.21,90.37
2918,CA-2023-102918,2024-03-13,2024-03-19,Second Class,BW-10831,Misty Meyer,Corporate,United States,Molinaport,25647,South,OFF-BI-100081,Furniture,Chairs,"Rodriguez, Williams and Wheeler Chairs",142.84,5,0.12,21.62
2919,CA-2023-102919,2024-08-04,2024-08-11,Same Day,HP-10925,Allison Manning,Home Office,United States,Hopkinsberg,68108,South,TEC-FU-100065,Furniture,Bookcases,Carpenter LLC Bookcases,467.69,1,0.37,50.34
2920,CA-2023-102920,2024-10-22,2024-10-28,First Class,BW-10639,Julia Booker,Home Office,United States,Port Connor,47297,East,OFF-CH-100025,Furniture,Furnishings,Rodriguez-Howell Furnishings,239.02,3,0.23,16.89
2921,CA-2023-102921,2024-06-06,2024-06-12,Same Day,KT-10898,Michael Gomez,Home Office,United States,Lake Jeremychester,65660,South,FUR-PA-100017,Office Supplies,Storage,James PLC Storage,712.56,5,0.28,102.4
2922,CA-2023-102922,2024-04-13,2024-04-20,Second Class,IM-10734,Brian Taylor,Consumer,United States,Smithside,70952,East,OFF-FU-100098,Office Supplies,Paper,Cooper Inc Paper,902.4,5,0.16,54.2
2923,CA-2023-102923,2024-10-06,2024-10-10,Second Class,SO-10533,Amanda Doyle,Corporate,United States,Popefort,53083,West,FUR-TA-100028,Office Supplies,Labels,Kelly Ltd Labels,288.87,3,0.42,14.34
2924,CA-2023-102924,2024-07-26,2024-07-27,Same Day,CG-10165,Leslie Turner,Consumer,United States,Muellermouth,22462,Central,TEC-TA-100031,Technology,Copiers,Barnett-Pearson Copiers,489.03,2,0.34,47.53
2925,CA-2023-102925,2024-06-29,2024-07-03,First Class,PW-10075,Heather Reilly,Corporate,United States,New Kevin,99542,South,OFF-FU-100044,Technology,Copiers,Chavez LLC Copiers,290.86,5,0.26,29.05
2926,CA-2023-102926,2024-11-03,2024-11-08,Same Day,PW-10206,Casey Douglas,Corporate,United States,South Melissatown,12895,West,FUR-FU-100082,Furniture,Chairs,Cunningham-Terry Chairs,778.86,4,0.39,132.85
2927,CA-2023-102927,2024-07-22,2024-07-27,First Class,KT-10854,Stacey Hill,Corporate,United States,Carolside,62756,East,FUR-EN-100066,Furniture,Bookcases,Tran-Miller Bookcases,982.31,4,0.35,100.94
2928,CA-2023-102928,2024-07-31,2024-08-05,First Class,HP-10573,Joshua Williams,Corporate,United States,Pamelafurt,72308,East,FUR-CO-100062,Office Supplies,Storage,"Mcdaniel, Lindsey and Barnes Storage",392.23,1,0.4,22.61
2929,CA-2023-102929,2024-08-26,2024-08-29,Same Day,DV-10752,Rachel Price,Home Office,United States,Lindseymouth,04156,East,OFF-PH-100089,Office Supplies,Labels,Perkins-Dudley Labels,562.62,3,0.03,139.7
2930,CA-2023-102930,2024-06-05,2024-06-09,Standard Class,KT-10105,Kaylee Farmer,Consumer,United States,West Haileyberg,25495,West,FUR-CO-100046,Furniture,Chairs,Johnson-Ross Chairs,884.58,3,0.46,115.59
2931,CA-2023-102931,2024-10-05,2024-10-12,Second Class,AS-10570,Beth Thompson,Consumer,United States,New Cassandrafort,92950,East,FUR-PA-100047,Furniture,Bookcases,"Gonzalez, Jones and Fisher Bookcases",917.85,5,0.42,45.95
2932,CA-2023-102932,2024-04-21,2024-04-26,Same Day,HP-10211,Mary Collins,Home Office,United States,Lake Oscar,71906,West,OFF-CH-100060,Furniture,Furnishings,White-Campbell Furnishings,190.44,1,0.41,18.96
2933,CA-2023-102933,2025-02-08,2025-02-09,Same Day,KT-10762,Mary Hutchinson,Corporate,United States,South Heidiburgh,04732,Central,FUR-AP-100024,Furniture,Furnishings,Patterson Group Furnishings,820.43,5,0.45,69.55
2934,CA-2023-102934,2024-06-15,2024-06-17,First Class,KT-10894,Richard Morris,Home Office,United States,Brianborough,44251,South,OFF-AP-100055,Office Supplies,Storage,"Hernandez, Cabrera and Sanchez Storage",649.7,1,0.13,53.29
2935,CA-2023-102935,2024-07-13,2024-07-17,Same Day,PW-10857,Jeremy George,Consumer,United States,West Kelly,65361,Central,TEC-FU-100018,Technology,Accessories,"Burns, Edwards and Price Accessories",766.93,4,0.15,176.99
2936,CA-2023-102936,2024-02-22,2024-02-23,First Class,DV-10374,Peter Curtis,Consumer,United States,West Cynthialand,29979,West,FUR-ST-100016,Technology,Phones,"Rogers, Cobb and Poole Phones",255.31,3,0.08,23.81
2937,CA-2023-102937,2024-08-18,2024-08-22,Second Class,CG-10806,Jessica Allison,Home Office,United States,West Scottbury,71202,West,TEC-PA-100057,Technology,Copiers,"Martinez, Smith and Walker Copiers",11.19,2,0.18,1.49
2938,CA-2023-102938,2024-07-29,2024-08-03,Same Day,BW-10928,Brendan Parker,Home Office,United States,East Michael,36939,East,TEC-CO-100076,Office Supplies,Labels,Taylor-Smith Labels,338.36,2,0.27,55.43
2939,CA-2023-102939,2024-06-30,2024-07-05,Second Class,KT-10402,Matthew Carter,Consumer,United States,Andersonside,51323,South,FUR-PH-100069,Furniture,Bookcases,Jones-Henderson Bookcases,249.24,5,0.44,31.95
2940,CA-2023-102940,2024-02-20,2024-02-25,Standard Class,KT-10671,Travis Phillips,Corporate,United States,New Thomasshire,89852,West,TEC-CH-100056,Technology,Phones,Williams-Fisher Phones,236.76,4,0.22,51.31
2941,CA-2023-102941,2024-05-08,2024-05-11,Same Day,BW-10491,Robert Williams,Consumer,United States,Wallburgh,21720,Central,OFF-BI-100050,Furniture,Furnishings,Garcia Inc Furnishings,206.62,3,0.23,18.45
2942,CA-2023-102942,2024-06-22,2024-06-24,Second Class,DV-10871,Amanda Monroe,Consumer,United States,Patriciaborough,13235,West,OFF-CO-100076,Technology,Copiers,Brown-Lopez Copiers,334.12,4,0.16,60.42
2943,CA-2023-102943,2024-12-01,2024-12-08,Standard Class,HP-10143,Dustin Wilson,Corporate,United States,Thompsonberg,61212,Central,OFF-FU-100012,Technology,Accessories,Malone-Maxwell Accessories,234.6,5,0.11,18.63
2944,CA-2023-102944,2025-01-24,2025-01-26,Standard Class,SO-10440,Mark Jones DDS,Consumer,United States,Lake Noah,93815,South,FUR-CH-100076,Office Supplies,Labels,"Whitney, Stafford and Holmes Labels",812.74,1,0.07,206.31
2945,CA-2023-102945,2024-12-29,2025-01-04,Standard Class,CG-10930,Jonathan Lucas,Corporate,United States,South Kimberlychester,77481,South,TEC-BI-100019,Technology,Phones,Cole-Pittman Phones,266.48,2,0.4,46.4
2946,CA-2023-102946,2024-06-22,2024-06-24,First Class,BW-10221,Maria Lewis,Corporate,United States,Loganland,07536,Central,TEC-CH-100048,Office Supplies,Labels,Rodriguez-Martinez Labels,619.95,5,0.32,117.82
2947,CA-2023-102947,2024-03-15,2024-03-16,Second Class,PW-10852,Jennifer Williams,Home Office,United States,East Derrickbury,34249,East,FUR-TA-100080,Technology,Accessories,Lane and Sons Accessories,657.46,4,0.47,104.38
2948,CA-2023-102948,2024-09-25,2024-10-01,Standard Class,SD-10708,Ann Howard,Home Office,United States,Mcleanshire,09750,East,TEC-FU-100079,Furniture,Furnishings,"Palmer, Allen and Henry Furnishings",839.36,2,0.34,132.99
2949,CA-2023-102949,2024-11-04,2024-11-09,Standard Class,CG-10085,Christine Harper,Consumer,United States,Deniseborough,89485,Central,OFF-ST-100043,Office Supplies,Labels,Leach-Brown Labels,544.28,2,0.31,53.4
2950,CA-2023-102950,2024-12-12,2024-12-14,Same Day,AS-10056,Michelle Knight,Consumer,United States,Kevintown,36127,East,FUR-AP-100044,Furniture,Bookcases,"Hoffman, Gomez and Miller Bookcases",437.57,5,0.49,61.56
2951,CA-2023-102951,2024-06-17,2024-06-19,First Class,AS-10567,William Mays,Home Office,United States,Port Caitlin,18103,South,OFF-FU-100020,Technology,Machines,"Clark, Horton and Reynolds Machines",998.09,5,0.24,102.43
2952,CA-2023-102952,2024-08-29,2024-09-04,Same Day,CG-10068,Keith Delgado,Corporate,United States,Cannonton,75056,Central,TEC-CH-100061,Technology,Copiers,"Gross, Morris and Greene Copiers",286.65,3,0.04,25.69
2953,CA-2023-102953,2024-10-17,2024-10-20,Second Class,SD-10573,Jimmy Williams,Consumer,United States,Grimesfort,63962,South,OFF-TA-100021,Technology,Copiers,Brown and Sons Copiers,448.67,1,0.21,66.49
2954,CA-2023-102954,2024-10-18,2024-10-22,Standard Class,DV-10170,Bridget Walter,Corporate,United States,Christopherville,38816,Central,TEC-CO-100023,Furniture,Furnishings,Hamilton Group Furnishings,747.23,4,0.37,127.71
2955,CA-2023-102955,2024-03-08,2024-03-15,Standard Class,SO-10155,Marc Butler,Home Office,United States,Bryantfurt,43609,West,TEC-CO-100049,Furniture,Bookcases,Hull-Phillips Bookcases,912.78,4,0.25,44.12
2956,CA-2023-102956,2024-08-07,2024-08-09,Standard Class,PW-10442,Tamara Baker,Home Office,United States,South Anthonybury,95246,East,OFF-CO-100068,Technology,Phones,"Cain, Hicks and Roberts Phones",922.84,1,0.33,136.6
2957,CA-2023-102957,2024-03-13,2024-03-14,First Class,CG-10896,Jorge Oconnell,Corporate,United States,Alyssabury,25975,East,FUR-BI-100082,Office Supplies,Binders,"Reilly, Armstrong and Weaver Binders",444.33,3,0.14,56.29
2958,CA-2023-102958,2025-02-03,2025-02-04,Second Class,CG-10514,Lindsey Cook,Consumer,United States,North Nicole,71444,Central,TEC-CH-100060,Office Supplies,Binders,Ford-Taylor Binders,613.77,4,0.16,153.2
2959,CA-2023-102959,2025-01-10,2025-01-12,First Class,BW-10381,Joseph Robinson,Consumer,United States,Lake Rodney,50994,Central,FUR-EN-100060,Office Supplies,Storage,Sandoval-Ramos Storage,542.47,3,0.27,21.15
2960,CA-2023-102960,2024-11-11,2024-11-12,Same Day,DV-10011,Christian Williams,Consumer,United States,New Timothyport,50140,West,OFF-ST-100073,Furniture,Bookcases,Richmond LLC Bookcases,473.86,2,0.49,67.42
2961,CA-2023-102961,2025-01-10,2025-01-13,Same Day,SD-10351,Jessica Rodriguez,Corporate,United States,Thomasberg,19472,East,TEC-BI-100030,Technology,Phones,Roman-Glenn Phones,570.83,3,0.17,134.62
2962,CA-2023-102962,2024-03-18,2024-03-24,Second Class,KT-10262,Mr. Blake Campbell DDS,Consumer,United States,East Marcusbury,71465,East,FUR-AP-100020,Office Supplies,Storage,Walker Group Storage,172.76,3,0.19,33.55
2963,CA-2023-102963,2025-02-06,2025-02-12,Standard Class,PW-10202,Joseph Salazar,Consumer,United States,Kimstad,93788,West,OFF-EN-100080,Office Supplies,Binders,Campbell and Sons Binders,694.19,5,0.18,150.85
2964,CA-2023-102964,2024-12-08,2024-12-12,Standard Class,CG-10874,Sandra Cox,Corporate,United States,West Ashleyborough,98202,East,OFF-CH-100056,Furniture,Tables,"Jennings, Miller and Bird Tables",396.61,4,0.43,58.15
2965,CA-2023-102965,2024-05-03,2024-05-06,Standard Class,KT-10533,Janet Chandler,Consumer,United States,East Dylan,72548,East,FUR-AP-100093,Office Supplies,Storage,Gomez and Sons Storage,257.24,2,0.42,10.69
